,mmos_sum_PD20180131,mmos_sum_PD20180228,mmos_sum_PD20180331,mmos_sum_PD20180430,mmos_sum_PD20180531,mmos_sum_PD20180630,mmos_sum_PD20180731,mmos_sum_PD20180831,mmos_sum_PD20180930,mmos_sum_PD20181031,mmos_sum_PD20181130,mmos_sum_PD20181231,mmos_sum_PD20190131,mmos_sum_PD20190228,mmos_sum_PD20190331,mmos_sum_PD20190430,mmos_sum_PD20190531,mmos_sum_PD20190630,mmos_sum_PD20190731,amt_all_sum_PD20180131,amt_all_sum_PD20180228,amt_all_sum_PD20180331,amt_all_sum_PD20180430,amt_all_sum_PD20180531,amt_all_sum_PD20180630,amt_all_sum_PD20180731,amt_all_sum_PD20180831,amt_all_sum_PD20180930,amt_all_sum_PD20181031,amt_all_sum_PD20181130,amt_all_sum_PD20190131,amt_all_sum_PD20190228,amt_all_sum_PD20190331,amt_all_sum_PD20190430,amt_all_sum_PD20190531,amt_all_sum_PD20190630,amt_all_sum_PD20190731,amt_pay_sum_PD20180131,amt_pay_sum_PD20180228,amt_pay_sum_PD20180331,amt_pay_sum_PD20180430,amt_pay_sum_PD20180531,amt_pay_sum_PD20180630,amt_pay_sum_PD20180731,amt_pay_sum_PD20180831,amt_pay_sum_PD20180930,amt_pay_sum_PD20181031,amt_pay_sum_PD20181130,amt_pay_sum_PD20190131,amt_pay_sum_PD20190228,amt_pay_sum_PD20190331,amt_pay_sum_PD20190430,amt_pay_sum_PD20190531,amt_pay_sum_PD20190630,amt_pay_sum_PD20190731,amt_req_sum_PD20180131,amt_req_sum_PD20180228,amt_req_sum_PD20180331,amt_req_sum_PD20180430,amt_req_sum_PD20180531,amt_req_sum_PD20180630,amt_req_sum_PD20180731,amt_req_sum_PD20180831,amt_req_sum_PD20180930,amt_req_sum_PD20181031,amt_req_sum_PD20181130,amt_req_sum_PD20190131,amt_req_sum_PD20190228,amt_req_sum_PD20190331,amt_req_sum_PD20190430,amt_req_sum_PD20190531,amt_req_sum_PD20190630,amt_req_sum_PD20190731,numrows_sum_PD20180131,numrows_sum_PD20180228,numrows_sum_PD20180331,numrows_sum_PD20180430,numrows_sum_PD20180531,numrows_sum_PD20180630,numrows_sum_PD20180731,numrows_sum_PD20180831,numrows_sum_PD20180930,numrows_sum_PD20181031,numrows_sum_PD20181130,numrows_sum_PD20190131,numrows_sum_PD20190228,numrows_sum_PD20190331,numrows_sum_PD20190430,numrows_sum_PD20190531,numrows_sum_PD20190630,numrows_sum_PD20190731,qty_sum_PD20180131,qty_sum_PD20180228,qty_sum_PD20180331,qty_sum_PD20180430,qty_sum_PD20180531,qty_sum_PD20180630,qty_sum_PD20180731,qty_sum_PD20180831,qty_sum_PD20180930,qty_sum_PD20181031,qty_sum_PD20181130,qty_sum_PD20190131,qty_sum_PD20190228,qty_sum_PD20190331,qty_sum_PD20190430,qty_sum_PD20190531,qty_sum_PD20190630,qty_sum_PD20190731,amt_all_pmpm_pre,amt_all_pmpm_cur,amt_pay_pmpm_pre,amt_pay_pmpm_cur
2016-03,78291.0,79141.0,79824.0,80344.0,80950.0,81410.0,83658.0,84212.0,84612.0,85221.0,85654.0,87838.0,88684.0,89133.0,90003.0,91410.0,91834.0,92466.0,92514.0,1151651882.3699517,1161036139.499952,1165343878.289952,1169049779.339952,1174716295.0399516,1178977517.4599514,1183521960.919952,1189641888.4599519,1191495597.3699517,1196274440.5299516,1197839909.279951,1203439084.059951,1206353688.4699516,1209789838.7299519,1215515045.769952,1218412514.3699524,1223250740.5099533,1223250740.5099533,1145281282.5501902,1154612835.8401902,1158879052.5101905,1162548733.080191,1168177541.7901907,1172408603.800191,1176919546.910191,1183002495.1901908,1184835911.4601903,1189573671.7501895,1191116635.3201897,1196677724.8101895,1199569441.2201896,1202967863.2001898,1208659086.7901897,1211532943.9801893,1216337102.0001895,1216337102.0001895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937034.0,945938.0,952331.0,956449.0,961889.0,966725.0,971573.0,977729.0,981017.0,986832.0,990365.0,997223.0,1001304.0,1005894.0,1011069.0,1014482.0,1020350.0,1020350.0,3435013.8911378384,3469578.0910671353,3486333.191040814,3498826.491028607,3518791.6909921765,3532672.190988481,3545566.9909781814,3565668.690944195,3576154.7909417152,3593261.4909012318,3601955.690892458,3617960.7908608913,3627909.190854788,3643902.690842867,3663157.390828848,3673300.390725851,3690324.8907124996,3690324.8907124996,13229.194952847027,13222.331112155493,13154.425432052749,13147.600384808673
2016-04,78305.0,79166.0,79855.0,80380.0,80991.0,81453.0,83711.0,84271.0,84675.0,85292.0,85725.0,87920.0,88776.0,89231.0,90108.0,91530.0,91956.0,92591.0,92640.0,1079766581.6901662,1088768134.6701665,1092905830.1401663,1097081741.3101666,1108929343.3801665,1112674198.6401668,1115402099.500167,1120156069.4601662,1122839173.5101664,1129073979.350167,1131258027.7201672,1137117157.5201674,1138448393.8401678,1148452006.120168,1154095928.6901677,1156039647.7901676,1159656306.2001677,1159656306.2001677,1074047214.12012,1082997627.5101197,1087094731.7301192,1091238297.7401195,1103054533.1001194,1106766817.4301193,1109468069.7001193,1114191529.5801194,1116853279.9301188,1123048450.0301187,1125210380.3601186,1131025899.4901185,1132336216.4601188,1142313308.680119,1147925962.8501189,1149847718.1501186,1153432195.3701186,1153432195.3701186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041570.0,1051969.0,1058944.0,1063927.0,1069370.0,1074922.0,1079763.0,1085779.0,1089942.0,1096426.0,1100332.0,1107388.0,1111448.0,1115905.0,1121513.0,1125027.0,1130951.0,1130951.0,3228320.59291929,3258467.3928100467,3274533.9927837253,3285763.3927661777,3305475.8927280307,3320862.9927195907,3330504.9927119613,3346588.392696321,3368062.092694223,3384978.5926551223,3394680.9926528335,3413185.1925916076,3420554.492574632,3434837.4925531745,3471723.592535436,3478464.2924773097,3496127.292473495,3496127.292473495,12524.5035284225,12517.878952937906,12457.281975247255,12450.692955204217
2016-05,78295.0,79160.0,79858.0,80387.0,81000.0,81465.0,83738.0,84302.0,84710.0,85332.0,85767.0,87973.0,88835.0,89292.0,90173.0,91602.0,92038.0,92674.0,92724.0,1127762224.310114,1138138550.8101137,1140972135.5701134,1143516409.5501137,1147023762.2001138,1150947057.170114,1154485063.4001143,1159626012.350114,1163560401.900114,1168525690.520114,1169774804.250114,1178382430.8301141,1180816229.810114,1183755571.2601137,1188665883.200114,1190420487.7201138,1194579164.4701135,1194579164.4701135,1122366022.4301312,1132693447.8701313,1135490794.3001308,1138004784.160131,1141482294.4401307,1145378210.7101307,1148884282.480131,1153995633.3001308,1157905992.6701307,1162838048.4001312,1164065040.3501313,1172629188.7901313,1175042488.9201312,1177958768.0001311,1182843739.0301316,1184577535.7401316,1188705288.5801315,1188705288.5801315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775512.0,783056.0,788822.0,792494.0,796703.0,800824.0,805607.0,810855.0,814212.0,819921.0,823146.0,829677.0,833182.0,837017.0,841479.0,844441.0,849058.0,849058.0,3251509.19346714,3292987.4934425354,3305069.7934293747,3313950.293402672,3325745.89337492,3339617.7933602333,3352084.793340206,3370917.793302059,3384885.9932875633,3404064.2932747602,3411584.79326427,3431515.7931650877,3439998.0931521654,3449087.99312222,3469390.3931161165,3477647.793043256,3496487.692976117,3496487.692976117,12890.121981031503,12883.17117973894,12826.739846991944,12819.823223546564
2016-06,78374.0,79250.0,79954.0,80486.0,81108.0,81575.0,83856.0,84429.0,84844.0,85472.0,85908.0,88121.0,88987.0,89448.0,90339.0,91782.0,92223.0,92863.0,92913.0,1163269230.6401749,1169084171.9901745,1172973655.6201746,1175375476.8101747,1179780990.7601743,1183271469.4501746,1186920448.8301747,1192810100.9301746,1194822006.9201741,1199457587.710174,1201281728.6501744,1208933476.6701741,1211246518.8101737,1216736567.7301738,1221923688.9601736,1223963029.0901737,1225678923.170174,1225678923.170174,1158712518.33045,1164478858.6804497,1168333363.1104498,1170703679.9204493,1175079373.3904493,1178546109.1004493,1182157031.3004494,1188016889.590449,1190013272.2304492,1194611065.1004496,1196415952.42045,1204019174.6004498,1206313685.2404494,1211777062.860449,1216935966.2604494,1218957196.0304494,1220642948.730449,1220642948.730449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797192.0,805325.0,810881.0,814471.0,819232.0,823086.0,827669.0,832446.0,835291.0,840436.0,843380.0,851147.0,854560.0,858822.0,863338.0,866030.0,871522.0,871522.0,3572782.695487678,3610341.795420468,3623737.795355618,3632959.795347035,3647681.995271504,3660425.595270455,3676350.495224297,3697121.2952139974,3705461.8952067494,3725581.2951777577,3732900.695175469,3758532.895103276,3767469.895103276,3786032.695073664,3806409.995070994,3813722.2950311303,3829089.794996798,3829089.794996798,13198.786633752667,13191.683867383184,13144.556483534336,13137.482900460096
2016-07,126908.0,127791.0,128503.0,129037.0,129669.0,130140.0,132427.0,133004.0,133426.0,134060.0,134507.0,136730.0,137603.0,138069.0,138968.0,140422.0,140868.0,141511.0,141561.0,164301463.6600017,171209754.67000175,175428232.43000174,178456939.31000173,183424442.9900017,187648625.62000167,190939813.4400017,194953623.1800017,196065978.53000173,201338603.80000177,203466562.60000184,210013271.8100018,213397817.5500018,216000004.9000018,221165280.6700018,224448469.93000183,229541197.33000177,229540020.63000178,162612731.10999066,169473505.4799907,173631917.88999063,176631092.01999062,181572091.83999065,185771827.5399906,189021240.64999062,192999036.37999058,194097686.17999056,199342767.26999053,201452217.79999056,207947908.06999055,211312365.0399905,213895760.79999048,219035544.50999045,222293289.20999047,227359737.3199905,227358846.1499905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236430.0,243534.0,248810.0,252357.0,256996.0,260636.0,265691.0,270205.0,272534.0,277444.0,280395.0,286933.0,290417.0,294107.0,298642.0,301698.0,306403.0,306409.0,648279.8986315131,672621.3985518813,688113.1985253692,696957.4985150695,710497.3985127807,726203.598483026,742411.1984528899,758906.8984403014,767324.1984376311,785114.9984073043,793296.298388958,811110.7983369827,817666.2983226776,827289.9983143806,845359.1983017921,854135.9982633591,870111.8982000351,870111.8982000351,1622.073176855522,1621.4919407887892,1606.657696716089,1606.0839224785816
2016-08,77274.0,78161.0,78881.0,79421.0,80058.0,80533.0,82835.0,83415.0,83842.0,84484.0,84934.0,87164.0,88043.0,88514.0,89423.0,90890.0,91344.0,91990.0,92040.0,100894042.90000127,107162688.13000128,110842462.13000129,114630918.86000128,122667810.50000131,130091324.52000134,136854468.0400013,142741863.41000134,144930356.7000013,148357098.16000128,151721704.78000128,159049475.39000127,160504470.56000125,165202562.7400013,170146823.3600012,172404241.44000116,178171529.26000112,178171849.26000112,99796764.17999911,106025291.2199991,109665938.31999908,113416642.06999907,121415066.17999911,128808723.69999914,135536622.58999914,141390047.32999918,143559930.14999923,146950952.90999916,150293997.7499992,157574731.77999917,159010700.2899991,163683774.28999907,168595796.5099991,170833286.6499991,176569222.68999913,176569536.28999913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155806.0,162705.0,168336.0,172598.0,178612.0,183630.0,188818.0,194022.0,197194.0,202283.0,205833.0,213730.0,217853.0,222552.0,228264.0,231876.0,237074.0,237078.0,353772.19920390844,379242.7991886139,401749.5991487503,413864.59914302826,439418.79907667637,462246.7990499735,481552.5989814997,512023.29896223545,521150.5989572406,536292.3989354968,544248.1989213824,565154.9988362193,572165.1988050342,583456.4987786412,602812.5987251997,610640.8986843824,627392.8986434937,627392.8986434937,1936.8575851723135,1935.8088794002729,1919.4393161213081,1918.4000031507944
2016-09,78550.0,79448.0,80177.0,80725.0,81370.0,81850.0,84162.0,84745.0,85177.0,85827.0,86280.0,88523.0,89413.0,89887.0,90809.0,92287.0,92745.0,93394.0,93444.0,104871065.70999944,110722850.66999945,119776966.63999945,122488316.80999944,125850555.19999945,135797958.47999942,139514515.89999944,144458742.08999956,146839475.52999964,149898425.29999965,151828923.0099996,157066696.2499996,159276990.9899996,160671708.49999955,164322055.26999953,168999210.4999995,175039077.88999954,175039397.88999954,103791256.26999857,109597592.59999853,118612989.3399985,121297381.06999847,124633798.48999847,134551462.4899984,138236621.52999836,143152136.53999835,145513400.64999837,148545817.22999838,150456564.40999842,155650574.3299984,157846502.98999843,159220657.02999836,162844640.78999835,167496959.95999834,173507695.0499984,173508008.6499984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180248.0,187877.0,193543.0,197356.0,202331.0,208109.0,212894.0,218609.0,222017.0,227134.0,230088.0,237818.0,241557.0,245316.0,250488.0,253960.0,259185.0,259189.0,379279.4992918372,404138.5992588401,423751.39920276403,434358.7991833091,447253.29904931784,470693.99903577566,485159.4990205169,502539.9989899993,511027.4989423156,521990.9989337325,529019.0989283919,547538.3988723159,553901.5988425612,561870.1988162398,575621.2988128662,588739.8987827301,607305.1987620592,607305.1987620592,1874.2004613786703,1873.2010390180164,1857.8034461528407,1856.8127290141517
2016-10,78525.0,79435.0,80170.0,80719.0,81369.0,81852.0,84169.0,84755.0,85191.0,85850.0,86305.0,88559.0,89461.0,89945.0,90880.0,92374.0,92834.0,93488.0,93538.0,128612063.80000089,133390835.71000089,137313461.55000088,140168296.1100009,145700004.48000094,151048867.34000096,153710026.45000094,157740241.03000093,160815223.17000094,167340422.50000092,169728986.42000085,176575125.29000083,178707528.18000078,181738562.40000072,185853466.95000076,189095520.1100008,195868600.12000078,195868838.38000077,127474888.46999888,132202427.18999887,136085059.2099989,138904600.1799989,144400602.87999892,149718657.58999896,152353849.48999894,156360545.15999892,159416945.07999897,165909458.41999894,168279420.58999893,175081384.779999,177196083.149999,180202348.41999897,184284507.34999886,187503893.32999885,194244268.68999884,194244518.20999882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200293.0,208963.0,215378.0,219748.0,225742.0,231235.0,236037.0,241335.0,244926.0,251604.0,255115.0,262585.0,267250.0,271020.0,276319.0,280869.0,286913.0,286925.0,472815.0990690589,496086.89904874563,510139.3990201354,522830.89898198843,540108.3989010453,558911.4988767505,570448.4988719821,590809.99886626,603987.0988571048,622324.5987923741,631125.9987900853,648977.3987448812,656309.5987380147,665529.6986945271,680161.0986780524,693116.8986496329,709965.1986212134,709965.1986212134,2095.1202306178416,2094.00284782656,2077.7454720391797,2076.6374971669143
2016-11,78548.0,79465.0,80214.0,80777.0,81435.0,81920.0,84240.0,84832.0,85274.0,85942.0,86401.0,88668.0,89578.0,90064.0,91002.0,92505.0,92968.0,93623.0,93673.0,147622442.9300003,154205901.15000027,157873142.9800003,160205431.94000027,164008184.95000026,169252239.2800003,173774322.38000023,178534524.9000002,181184830.2500002,186901485.32000026,190006486.6900002,192441996.94000024,195156340.70000026,199817765.3200003,203527669.6300003,207182253.89000037,212247828.66000035,212244641.46000037,146397098.559998,152928386.769998,156547812.14999807,158842478.17999807,162622325.079998,167837764.119998,172331412.12999794,177063281.3799979,179678876.61999792,185368077.63999793,188448203.3699979,190847217.76999792,193542637.39999792,198171229.09999794,201857097.03999785,205490006.77999786,210525626.0299978,210522502.5899978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205921.0,215234.0,221519.0,225353.0,230434.0,235368.0,239909.0,245737.0,249133.0,254650.0,258192.0,264844.0,268390.0,271814.0,276571.0,280580.0,286487.0,286527.0,510034.0990613103,542202.8990347981,560015.2990025282,568735.6989973783,581814.5989950895,597715.5989893675,612034.2989348173,628980.8989004493,640626.0988821387,658630.6988530755,668812.7988162637,671171.6987882257,682298.7987835407,702847.1987755299,716573.1987183094,728148.698716402,744803.5986365676,744803.5986365676,2267.04793330699,2265.803822446173,2248.6528527177916,2247.419241296828
2016-12,78521.0,79445.0,80204.0,80770.0,81437.0,81932.0,84254.0,84849.0,85299.0,85975.0,86442.0,88722.0,89637.0,90124.0,91068.0,92580.0,93044.0,93704.0,93754.0,232224834.24999896,239942576.56999895,247608956.5599989,252123420.23999888,257642691.6399989,260837415.9299989,265375129.6899989,273030317.36999893,275528593.6099988,281137564.15999883,284305351.2399989,289039802.3799988,292350190.6699988,295251362.0599988,297848910.4699989,300968344.70999885,307753362.1299988,307750908.4699988,230802564.63999933,238470686.22999933,246102715.8599993,250592878.3399993,256079398.3299993,259248395.82999933,263760840.31999934,271384415.7899993,273862848.1999993,279444770.22999936,282591531.0399993,287291896.1499992,290583751.8099993,293460678.5099994,296037473.0299994,299132643.68999946,305887643.20999944,305885250.39999944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251443.0,260301.0,266462.0,270633.0,275604.0,280136.0,285136.0,291341.0,294674.0,299726.0,303654.0,309582.0,315034.0,318970.0,323391.0,326665.0,332080.0,332125.0,631350.898111701,670978.8980823159,688986.7980558276,699659.3980374932,716216.4979817271,729680.8979772925,740563.997938931,762270.7979189754,774215.2979037762,790617.3978859186,800453.1978594661,814114.6978251934,820768.4978054166,832536.5977937579,844438.1977775693,852523.9977607131,871299.5977418423,871302.5977418423,3284.314032805417,3282.536302131096,3264.403261440274,3262.6367984299277
2017-01,77195.0,78132.0,78902.0,79470.0,80142.0,80643.0,82966.0,83568.0,84023.0,84703.0,85175.0,87467.0,88391.0,88881.0,89832.0,91357.0,91824.0,92488.0,92538.0,415976296.1100039,425748518.020004,430196832.16000396,435755574.320004,440056475.20000404,448181525.22000396,452712107.010004,456882575.08000404,460549536.67000395,464792548.56000394,468661025.4800039,472075644.6700039,476452819.48000395,481415441.0900039,485319797.7900039,488486049.92000395,493021106.8100039,493017842.5400039,413300216.7100099,422984325.73001003,427343351.74000996,432846652.24000996,437092401.20001,445161802.8000101,449633354.0300101,453747036.5000101,457373183.12001,461558861.1600101,465380906.7600101,468726267.2400101,473065318.52001005,477979698.09001005,481834273.59001005,484960914.1900101,489439445.52001,489436342.59001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342150.0,352130.0,358559.0,363089.0,369276.0,375294.0,380655.0,387383.0,390959.0,396660.0,400410.0,406581.0,412012.0,416564.0,422101.0,426002.0,432075.0,432112.0,1185273.4961961508,1221718.2961463332,1237207.5961022973,1251374.9960289598,1266647.3960257173,1288068.6960099936,1302543.4959868193,1322232.3959136605,1338783.8958960772,1360482.4958875775,1372991.8958744407,1392871.6958290935,1403632.0957895517,1422238.59576267,1434831.6957449317,1444067.9957185388,1461383.7956815362,1461380.7956815362,5330.649455172605,5327.7339313579705,5291.923768705237,5289.030912598176
2017-02,77050.0,78004.0,78783.0,79358.0,80044.0,80546.0,82879.0,83489.0,83951.0,84635.0,85112.0,87419.0,88347.0,88841.0,89795.0,91328.0,91796.0,92464.0,92516.0,998856882.1399777,1019487210.9099777,1029387455.1299777,1033013834.3699778,1038124648.8199778,1043178703.9499779,1047412337.369978,1051033101.3199778,1054520800.0599778,1060273063.8299779,1066303258.2999778,1069196970.3299776,1072796521.1299775,1074155663.7399774,1078271816.0599773,1081927153.3099773,1085957834.0299773,1084029433.9299774,993883098.3702028,1014443445.6602027,1024296153.1202029,1027863440.7502031,1032933361.8402033,1037945289.5102032,1042137230.6602031,1045722106.9402032,1049175726.5902032,1054879235.5402032,1060875853.0702032,1063722337.6202034,1067295406.7402034,1068618807.8402035,1072697939.5502037,1076325846.6602044,1080309393.3002045,1078381073.3302045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692939.0,703821.0,711702.0,716146.0,722288.0,728275.0,733939.0,739292.0,743046.0,749826.0,754227.0,759719.0,767136.0,770827.0,775757.0,779708.0,784726.0,784894.0,2770854.3920838237,2827175.99204129,2865130.591993034,2877341.191939056,2896272.791916549,2914350.591878593,2930710.091860473,2948793.891853988,2963736.791829765,2986508.6917702556,3004558.7916962504,3016802.49167794,3025974.991671264,3032586.691622436,3045461.091614902,3057281.391582668,3072920.391569793,3071648.391569793,11744.655585200482,11717.21036285591,11683.567586306071,11656.157565504394
2017-03,76909.0,77891.0,78675.0,79261.0,79953.0,80464.0,82801.0,83421.0,83887.0,84578.0,85057.0,87380.0,88316.0,88816.0,89780.0,91324.0,91797.0,92470.0,92522.0,1244551925.6099122,1265168658.0999122,1271969172.1499119,1276535084.1999118,1281010343.4199119,1287497830.5299118,1294027854.869912,1297987051.0999124,1302535304.9799125,1308641358.199912,1316957915.0199125,1323234712.5099123,1327890500.499912,1332979137.3299124,1339044972.5599124,1341946686.0499125,1348738397.6999125,1348172138.0699124,1237663696.7300613,1258202593.3200614,1264951540.4000618,1269479764.670062,1273917256.980062,1280363985.920062,1286845148.170062,1290766891.330062,1295278863.890062,1301339036.7900622,1309623375.400062,1315848343.0600622,1320481445.790062,1325531633.2200615,1331562009.1700616,1334443001.0900614,1341193444.5700612,1340627252.1400611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893865.0,907345.0,916009.0,922498.0,929192.0,936188.0,941173.0,947303.0,951380.0,958732.0,963602.0,970969.0,978308.0,982926.0,988610.0,992415.0,998210.0,998302.0,3560307.490655124,3615124.8905736804,3635533.490500748,3651471.4904274344,3669779.5904087424,3691412.290389478,3708056.3903817534,3728916.2903622985,3744576.290300429,4171683.7902553678,4186857.090247929,4216914.990138829,4232825.190131962,4244082.990112126,4262105.190051436,4272463.990016341,4294267.689984798,4293899.689984798,14585.686143613199,14571.368302348765,14504.092619985522,14489.82136291975
2017-04,76681.0,77679.0,78473.0,79066.0,79768.0,80283.0,82631.0,83263.0,83733.0,84431.0,84920.0,87254.0,88198.0,88705.0,89678.0,91242.0,91719.0,92398.0,92450.0,1093016945.2099538,1104973096.9899535,1110106828.6299539,1114271148.589954,1119600217.0499537,1125066129.289954,1129279079.1899536,1134137167.9599533,1136819342.4499528,1143174231.7099528,1147715411.9899528,1154483359.4899526,1157736593.7399528,1161620313.6199524,1168320727.7399523,1171231681.9699526,1178026132.7399526,1178022085.7799525,1087193377.1201153,1099080506.3601148,1104165912.5801146,1108288267.5401144,1113583356.8201144,1119014490.1601143,1123192692.0101142,1128016931.9701142,1130676641.6701143,1136986756.520114,1141496486.8801138,1148208173.9301138,1151438214.580114,1155294515.8101137,1161962697.8601136,1164852905.470113,1171609908.0801125,1171605982.6401124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807882.0,820981.0,829151.0,836581.0,843133.0,848794.0,853935.0,859671.0,863505.0,869709.0,874506.0,881311.0,888173.0,891878.0,898062.0,901924.0,907664.0,907717.0,3134750.191429913,3171074.791361034,3193361.891324222,3207754.591296375,3226133.4912721515,3245317.5911714435,3256036.791132152,3275830.691101253,3285923.691089809,3307723.5910655856,3326504.0910198092,3343145.3909491897,3353896.190944612,3363118.090930879,3381368.390918672,3391308.390901506,3410000.39088732,3410001.39088732,12749.476533474237,12742.261609301811,12680.035369597961,12672.860818173202
2017-05,76510.0,77527.0,78331.0,78930.0,79642.0,80163.0,82516.0,83152.0,83627.0,84330.0,84823.0,87171.0,88128.0,88642.0,89625.0,91203.0,91682.0,92369.0,92421.0,1209200850.2498803,1223567133.6098804,1228668079.2898808,1235287259.9698806,1242164620.5098805,1247528399.0598807,1254739166.0098808,1261934618.9198806,1264202426.4898803,1272179308.3898804,1276148603.8098803,1281010940.06988,1286035123.78988,1291234829.1698802,1297487457.1798804,1299581245.9898806,1304193023.7498808,1303460204.4598808,1203074187.080094,1217367884.180094,1222420375.940094,1228984647.0200942,1235812409.5000942,1241149784.1800945,1248314726.6400945,1255469138.7200944,1257702071.8000946,1265644021.3100944,1269583946.8300939,1274399893.3300939,1279367167.4500937,1284528547.4500935,1290739767.470093,1292814963.540093,1297382057.5400927,1296649318.5100927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873131.0,887261.0,895550.0,904878.0,913472.0,920233.0,926799.0,933513.0,937531.0,945001.0,949430.0,956529.0,962956.0,967586.0,974507.0,977840.0,983907.0,983971.0,3362282.4914528728,3400708.591394663,3418390.791364908,3441695.5912926197,3462393.091264248,3483240.3911474943,3502327.0910738707,3535812.691034198,3549477.2910341024,3578018.391022086,3589758.690995097,3607615.69094646,3618795.390905261,3632482.0908869505,3651099.7908223867,3658493.6908191442,3675661.9907649755,3675338.9907649755,14119.38013565028,14103.506827018544,14045.643641698976,14029.812688783855
2017-06,76304.0,77334.0,78148.0,78751.0,79469.0,79998.0,82363.0,83007.0,83485.0,84194.0,84692.0,87050.0,88015.0,88536.0,89534.0,91129.0,91612.0,92306.0,92359.0,1096824943.7000258,1112709288.3600256,1123244093.6900253,1127473906.6300251,1136562161.8700252,1145786244.5100255,1152533230.9300253,1158455361.2000253,1161825590.7900255,1166958596.8700256,1170283904.4500253,1174573071.1200252,1178063189.5100245,1181158208.9800253,1187975163.990025,1191060326.6900249,1196644313.080025,1196482794.310025,1091110907.7201324,1106924796.2201324,1117402168.8901324,1121581081.9001324,1130626741.1801326,1139783221.440133,1146483141.5701332,1152370231.780133,1155715894.2101333,1160814815.4101334,1164113573.9501336,1168356229.9301333,1171822031.8301337,1174880513.630134,1181667313.9001336,1184732875.0301335,1190275590.9601338,1190114081.850134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821570.0,836171.0,845189.0,854051.0,862560.0,869855.0,876843.0,883411.0,888125.0,895872.0,900035.0,907113.0,912629.0,917097.0,924063.0,927452.0,933034.0,933085.0,3176641.0927535295,3217944.392690301,3250658.8925777674,3239911.992545724,3270335.5925227404,3291944.892375827,3316051.0923327208,3338988.0923155546,3353008.5922937393,3372654.392270088,3384620.692250252,3401004.792093277,3413999.192034483,3426389.7920110226,3448095.691955328,3459133.6919486523,3541513.791930914,3541301.791930914,12963.884396247535,12954.696286339447,12894.888641693215,12885.740229432258
